City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,inarajan village,13.2736,144.7484,29.54,83,23,9.03,GU,1701073533
289,georgetown,5.4112,100.3354,31.96,94,40,3.6,MY,1701073533
290,aktau,43.65,51.2,12.32,76,29,9.87,KZ,1701073709
291,kismayo,-0.3582,42.5454,29.93,65,96,3.53,SO,1701073709
292,kanel,15.4916,-13.1763,20.0,60,0,0.0,SN,1701073710
293,carloforte,39.145,8.3058,16.82,64,100,6.31,IT,1701073710
294,gadzhiyevo,69.2551,33.3362,-16.45,93,74,2.82,RU,1701073535
295,remire-montjoly,4.9167,-52.2667,26.02,94,75,0.0,GF,1701073710
296,fredericton,45.9454,-66.6656,1.58,83,100,4.12,CA,1701073636
297,shawano,44.7822,-88.609,-6.0,72,7,6.61,US,1701073425
298,nemuro,43.3236,145.575,3.42,61,92,2.94,JP,1701073536
299,sao vicente,-23.9631,-46.3919,24.1,26,97,0.77,BR,1701073711
300,basco,20.4487,121.9702,25.51,84,81,8.97,PH,1701073712
301,castillos,-34.1667,-53.8333,15.17,96,8,2.56,UY,1701073712
302,richards bay,-28.783,32.0377,29.96,59,16,3.45,ZA,1701073537
303,enewetak,11.3474,162.3373,27.97,80,9,9.97,MH,1701073712
304,praia da vitoria,38.7333,-27.0667,17.64,100,75,6.48,PT,1701073712
305,abra pampa,-22.7205,-65.697,8.9,79,54,2.04,AR,1701073713
306,embalenhle,-26.5333,29.0667,30.87,59,4,2.15,ZA,1701073538
307,broome,42.2506,-75.833,4.55,89,75,3.09,US,1701073538
308,timbuktu,16.7735,-3.0074,21.73,15,78,4.79,ML,1701073713
309,zinjibar,13.1287,45.3807,28.73,57,62,4.55,YE,1701073713
310,kone,-21.0595,164.8658,24.28,70,100,1.39,NC,1701073714
311,menaka,15.9182,2.4022,27.64,10,67,2.56,ML,1701073714
312,tofol,5.3248,163.0078,28.49,80,100,8.65,FM,1701073714
313,machico,32.7,-16.7667,19.28,76,20,3.09,PT,1701073539
314,beau vallon,-20.4189,57.6953,28.45,65,40,5.14,MU,1701073714
315,nadym,65.5333,72.5167,-17.91,96,98,3.18,RU,1701073459
316,gore,-46.1028,168.9436,11.01,99,100,1.79,NZ,1701073540
317,mount isa,-20.7333,139.5,23.87,78,100,2.06,AU,1701073715
318,livingstone,-17.8419,25.8543,30.66,31,3,2.69,ZM,1701073716
319,mikumi,-7.4041,36.9831,29.62,55,93,1.68,TZ,1701073716
320,tura,25.5198,90.2201,26.5,42,18,1.53,IN,1701073716
321,kalundborg,55.6795,11.0886,1.64,73,94,6.41,DK,1701073716
322,villa gesell,-37.2639,-56.973,16.57,90,6,3.48,AR,1701073716
323,afaahiti,-17.75,-149.2833,24.93,83,100,8.8,PF,1701073717
324,opmeer,52.7067,4.9444,5.01,93,100,0.89,NL,1701073717
325,pavlovsk,50.4578,40.1081,2.55,74,96,10.99,RU,1701073542
326,solnechnyy,50.7214,136.6319,-15.54,95,5,1.71,RU,1701073717
327,port elizabeth,-33.918,25.5701,24.16,71,0,8.23,ZA,1701073718
328,agryz,56.5203,52.9942,3.77,78,9,5.02,RU,1701073718
329,lang son,21.8333,106.7333,27.78,41,41,2.49,VN,1701073718
330,padangsidempuan,1.3667,99.2667,26.92,76,100,1.76,ID,1701073718
331,ilhabela,-23.7781,-45.3581,22.2,90,100,2.49,BR,1701073543
332,dilling,12.05,29.65,31.84,16,4,5.21,SD,1701073719
333,warrenton,-28.114,24.8475,35.2,7,2,1.23,ZA,1701073719
334,nabire,-3.3667,135.4833,25.24,88,100,0.34,ID,1701073719
335,la foa,-21.7108,165.8276,24.57,68,99,2.15,NC,1701073719
336,taza,34.25,-3.75,11.02,65,8,3.35,MA,1701073544
337,saldanha,-33.0117,17.9442,26.03,72,5,6.56,ZA,1701073720
338,la'ie,21.6477,-157.9253,24.14,81,100,1.34,US,1701073545
339,ceerigaabo,10.6162,47.368,19.62,34,21,4.62,SO,1701073720
340,bengkulu,-3.8004,102.2655,26.46,79,100,2.82,ID,1701073721
341,brookings,44.3114,-96.7984,-9.34,79,100,3.6,US,1701073721
342,guarapari,-20.6667,-40.4975,21.05,88,100,0.78,BR,1701073721
343,mangrol,21.1167,70.1167,26.95,55,79,3.29,IN,1701073721
344,selfoss,63.9331,-20.9971,4.73,88,100,3.76,IS,1701073721
345,isabela,6.7085,121.9711,31.03,74,47,0.73,PH,1701073722
346,santo amaro da imperatriz,-27.6881,-48.7786,22.75,83,100,0.49,BR,1701073722
347,jianshui,23.6363,102.8264,22.39,45,32,1.72,CN,1701073722
348,luwuk,-0.9516,122.7875,28.55,80,69,0.8,ID,1701073621
349,tabou,4.423,-7.3528,25.77,88,28,2.19,CI,1701073722
350,bannur,12.3308,76.8631,29.51,51,23,4.69,IN,1701073723
351,nikolayevsk-on-amure,53.1406,140.73,-16.1,81,48,2.76,RU,1701073723
352,brisas de zicatela,15.8369,-97.0419,25.82,79,100,1.2,MX,1701073723
353,wulingyuan,29.3494,110.5441,20.41,51,0,1.06,CN,1701073723
354,el dorado,38.7666,-120.5177,5.92,72,0,1.34,US,1701073548
355,kalix,65.853,23.1565,-14.97,97,61,4.75,SE,1701073724
356,turpan,42.9333,89.1667,10.63,22,6,1.06,CN,1701073548
357,sillod,20.3,75.65,23.31,73,94,2.85,IN,1701073724
358,aoulef,26.9667,1.0833,17.69,31,0,1.78,DZ,1701073725
359,alexandria,31.2156,29.9553,19.28,53,99,8.38,EG,1701073725
360,kidal,18.4411,1.4078,23.45,11,100,2.95,ML,1701073725
361,muravlenko,63.7898,74.523,-11.7,94,100,2.51,RU,1701073726
362,horta,38.5333,-28.6333,17.8,94,75,2.06,PT,1701073726
363,zakynthos,37.7914,20.8953,12.62,71,40,0.0,GR,1701073716
364,ad dabbah,18.05,30.95,30.64,16,62,7.74,SD,1701073726
365,jayapura,-2.5333,140.7,27.66,79,100,2.07,ID,1701073726
366,badger,64.8,-147.5333,-8.69,88,100,0.0,US,1701073726
367,mili,6.0815,171.735,28.44,81,91,8.18,MH,1701073727
368,notse,6.95,1.1667,25.42,79,74,0.94,TG,1701073727
369,porto novo,6.4965,2.6036,25.9,84,96,0.69,BJ,1701073727
370,al hoceima,35.2433,-3.9309,12.57,71,20,2.06,MA,1701073727
371,nar'yan-mar,67.6713,53.087,-24.35,100,39,2.39,RU,1701073727
372,west end,26.6833,-78.9667,24.99,83,47,5.72,BS,1701073728
373,diplo,24.4667,69.584,24.46,51,60,5.47,PK,1701073552
374,saint-leu,-21.15,55.2833,28.48,84,12,1.15,RE,1701073728
375,khor,47.8861,134.9464,-20.89,99,47,0.95,RU,1701073728
376,boyolangu,-8.1181,111.8935,29.35,57,100,3.65,ID,1701073728
377,listowel,52.4464,-9.485,10.03,94,12,3.12,IE,1701073729
378,cascais,38.6979,-9.4215,14.73,93,75,6.26,PT,1701073729
379,bandar-e lengeh,26.5579,54.8807,28.06,57,40,2.06,IR,1701073553
380,galvez,-32.0293,-61.221,20.81,81,6,2.9,AR,1701073729
381,angol,-37.8,-72.7167,13.75,79,0,0.71,CL,1701073729
382,san ignacio,17.1561,-89.0714,24.08,100,0,2.06,BZ,1701073730
383,lebu,-37.6167,-73.65,11.7,95,2,2.26,CL,1701073730
384,santa cruz,-17.8,-63.1667,23.7,94,75,5.14,BO,1701073505
385,tangalle,6.024,80.7911,28.09,71,64,5.01,LK,1701073730
386,brokopondo,4.75,-55.1667,24.62,89,90,3.51,SR,1701073730
387,campoverde,-8.4753,-74.8058,20.83,100,90,0.6,PE,1701073555
388,kuragino,53.8975,92.6725,-3.47,95,100,1.49,RU,1701073731
389,diez,50.3667,8.0167,3.15,99,100,2.87,DE,1701073438
390,changshu city,31.6462,120.7422,16.64,36,0,5.31,CN,1701073731
391,freetown,8.484,-13.2299,24.84,94,75,1.54,SL,1701073731
392,dakhla,23.6848,-15.958,17.01,67,0,6.69,EH,1701073732
393,wotje,9.4543,170.2367,27.79,80,100,9.83,MH,1701073732
394,qarah bagh,34.9402,61.7759,20.04,29,0,13.29,AF,1701073557
395,bozkurt,41.9577,34.0109,6.64,56,59,6.04,TR,1701073732
396,thal,35.4791,72.2439,12.91,37,100,2.14,PK,1701073732
397,belyy yar,53.6039,91.3903,-1.06,80,0,4.0,RU,1701073557
398,sitka,57.0531,-135.33,7.94,87,100,0.0,US,1701073733
399,bardai,11.65,7.2333,26.16,56,70,3.79,NG,1701073733
400,road town,18.4167,-64.6167,26.05,65,33,7.41,VG,1701073733
401,montevideo,-34.8335,-56.1674,17.84,100,0,3.6,UY,1701073617
402,kunming,25.0389,102.7183,18.96,37,40,2.0,CN,1701073733
403,fortuna,40.5982,-124.1573,4.19,100,0,5.14,US,1701073679
404,gobabis,-22.45,18.9667,32.19,17,8,7.2,NA,1701073734
405,nogliki,51.8333,143.1667,-13.7,76,1,6.26,RU,1701073734
406,pisco,-13.7,-76.2167,19.03,82,0,5.14,PE,1701073735
407,cienfuegos,22.1461,-80.4356,21.08,100,0,2.06,CU,1701073559
408,fort st. john,56.2499,-120.8529,1.94,69,75,11.32,CA,1701073735
409,san elizario,31.5851,-106.2728,9.13,43,68,3.97,US,1701073560
410,shemonaikha,50.6328,81.9056,1.6,65,90,0.57,KZ,1701073735
411,kuqa,41.7278,82.9364,8.95,26,18,1.61,CN,1701073592
412,eyl,7.9803,49.8164,30.44,55,16,8.37,SO,1701073736
413,upington,-28.4478,21.2561,35.21,13,0,1.54,ZA,1701073736
414,pirenopolis,-15.8525,-48.9592,21.27,90,100,2.19,BR,1701073736
415,kiratu,-3.3333,35.6667,18.86,83,100,1.63,TZ,1701073736
416,mari-turek,56.7895,49.6235,-0.12,81,62,5.54,RU,1701073737
417,masina,-4.3836,15.3914,26.19,83,40,0.0,CD,1701073562
418,la ligua,-32.4524,-71.2311,14.49,87,94,0.36,CL,1701073737
419,karaton,-6.3424,106.1045,27.8,76,99,0.69,ID,1701073737
420,qarqaraly,49.4058,75.4742,4.41,54,31,4.22,KZ,1701073737
421,kurashiki,34.5833,133.7667,13.33,78,98,1.32,JP,1701073738
422,aitape,-3.1374,142.3475,27.97,78,55,1.61,PG,1701073738
423,pacific grove,36.6177,-121.9166,12.03,53,0,4.12,US,1701073738
424,dawson creek,55.7666,-120.2362,-0.9,86,0,1.54,CA,1701073738
425,jiayuguan,39.8167,98.3,6.71,26,15,4.09,CN,1701073564
426,san luis de la loma,17.2706,-100.8939,25.46,79,100,1.99,MX,1701073739
427,broken hill,-31.95,141.4333,22.75,49,99,7.75,AU,1701073564
428,chapada dos guimaraes,-15.4606,-55.7497,20.81,90,81,1.31,BR,1701073739
429,steinkjer,64.193,11.3851,-19.48,83,9,1.51,NO,1701073739
430,handia,25.3833,82.1833,24.03,38,100,2.1,IN,1701073739
431,bouarfa,32.53,-1.95,9.34,25,1,1.29,MA,1701073739
432,al khawr,25.7667,51.3167,28.4,43,15,4.47,QA,1701073740
433,swiebodzin,52.2475,15.5336,0.41,73,49,0.42,PL,1701073740
434,skelleftea,64.7507,20.9528,-10.8,100,100,5.14,SE,1701073740
435,lyubim,58.3625,40.6843,-2.62,93,100,5.89,RU,1701073740
436,edson,53.5835,-116.4356,-3.92,80,0,1.54,CA,1701073740
437,ravar,31.2656,56.8055,19.31,24,0,2.28,IR,1701073741
438,magole,-6.3667,37.3667,29.62,57,43,1.76,TZ,1701073741
439,east london,-33.0153,27.9116,26.52,65,0,7.2,ZA,1701073741
440,yanam,16.7333,82.2167,28.93,58,43,4.29,IN,1701073741
441,hasaki,35.7333,140.8333,14.05,67,1,4.82,JP,1701073742
442,hami,42.8,93.45,8.73,29,42,0.04,CN,1701073742
443,hobyo,5.3505,48.5268,29.74,61,64,6.87,SO,1701073569
444,souillac,-20.5167,57.5167,28.21,65,40,5.14,MU,1701073742
445,sunny isles beach,25.9506,-80.1228,24.02,94,0,2.06,US,1701073742
446,havre,49.5833,0.3333,8.87,100,100,6.69,FR,1701073569
447,san jose del guaviare,2.5729,-72.6459,21.57,99,31,0.94,CO,1701073743
448,inhambane,-23.865,35.3833,30.99,55,20,5.14,MZ,1701073743
449,gizo,-8.103,156.8419,28.54,75,100,0.7,SB,1701073744
450,kralendijk,12.15,-68.2667,26.99,78,23,5.66,BQ,1701073744
451,nadi,-17.8,177.4167,28.0,78,40,2.57,FJ,1701073744
452,oranjemund,-28.55,16.4333,21.73,61,0,5.72,NA,1701073571
453,taguatinga,-12.3857,-46.5711,22.76,71,39,1.56,BR,1701073745
454,bathsheba,13.2167,-59.5167,25.34,94,75,4.63,BB,1701073571
455,sao francisco de paula,-29.4481,-50.5836,15.31,92,100,1.89,BR,1701073745
456,daru,-9.0763,143.2092,27.48,80,100,4.83,PG,1701073745
457,sungai penuh,-2.0833,101.3833,21.9,87,96,1.74,ID,1701073746
458,moose jaw,50.4001,-105.5344,-6.86,93,61,5.14,CA,1701073746
459,uliastay,47.7417,96.8444,-7.71,86,8,1.19,MN,1701073573
460,prince rupert,54.3161,-130.3201,7.83,82,100,9.26,CA,1701073746
461,cole harbour,44.6724,-63.4751,4.84,80,100,10.29,CA,1701073746
462,les cayes,18.2,-73.75,24.17,85,57,1.61,HT,1701073747
463,nuuk,64.1835,-51.7216,-0.66,80,75,10.29,GL,1701073747
464,necochea,-38.5473,-58.7368,13.54,95,68,5.16,AR,1701073747
465,nema,57.5067,50.5011,0.47,81,23,4.67,RU,1701073748
466,taro,-8.3862,115.28,27.0,78,99,1.11,ID,1701073574
467,zouerate,22.7187,-12.4521,15.45,23,1,3.44,MR,1701073575
468,chunskiy,56.0815,99.6342,-16.29,81,82,0.53,RU,1701073748
469,nizhneudinsk,54.9076,99.0276,-11.27,90,91,0.89,RU,1701073748
470,antonio enes,-16.2325,39.9086,31.72,57,21,3.93,MZ,1701073575
471,urumqi,43.801,87.6005,0.53,80,75,1.0,CN,1701073576
472,rabo de peixe,37.8,-25.5833,17.73,99,75,8.23,PT,1701073749
473,turkmenbasy,40.0222,52.9552,21.43,56,0,8.75,TM,1701073749
474,san antonio de pale,-1.4014,5.6325,26.37,80,100,1.36,GQ,1701073750
475,lugovoy,42.9472,72.7644,17.13,31,73,2.33,KZ,1701073750
476,lorengau,-2.0226,147.2712,28.23,75,80,0.91,PG,1701073577
477,siocon,7.7061,122.1353,28.39,80,41,1.23,PH,1701073750
478,tan-tan,28.438,-11.1032,14.97,67,5,2.06,MA,1701073751
479,bodaybo,57.8506,114.1933,-18.75,100,100,0.89,RU,1701073751
480,gwanda,-20.9333,29.0,32.46,21,0,4.86,ZW,1701073751
481,fondettes,47.4035,0.5969,5.55,88,100,5.14,FR,1701073751
482,kolokani,13.5728,-8.0339,23.65,19,4,3.04,ML,1701073751
483,kuhmo,64.1333,29.5167,-13.5,93,95,3.69,FI,1701073752
484,aberystwyth,52.4155,-4.0829,9.38,89,100,7.01,GB,1701073752
485,tchintabaraden,15.8969,5.7985,27.62,19,100,4.26,NE,1701073579
486,yeniseysk,58.4497,92.1703,-16.14,86,12,2.68,RU,1701073752
487,val-d'or,48.1002,-77.7828,-1.95,100,100,3.09,CA,1701073753
488,coquimbo,-29.9533,-71.3436,13.85,100,100,1.03,CL,1701073453
489,itapaci,-14.9508,-49.5494,20.02,91,58,1.14,BR,1701073753
490,paraty,-23.2178,-44.7131,20.98,94,100,1.2,BR,1701073502
491,lianzhou,24.7811,112.3825,24.46,47,0,2.86,CN,1701073753
492,olyokminsk,60.3736,120.4264,-15.95,87,100,4.49,RU,1701073754
493,crane,31.3974,-102.3501,5.51,39,75,3.62,US,1701073754
494,tocache,-8.1842,-76.5125,20.23,99,100,0.19,PE,1701073754
495,batticaloa,7.7102,81.6924,28.02,79,100,4.8,LK,1701073582
496,selibaby,15.159,-12.1829,23.03,17,0,4.29,MR,1701073754
497,shangmei,27.7428,111.2956,21.61,44,0,0.76,CN,1701073582
498,clear lake,43.138,-93.3794,-9.46,81,20,5.14,US,1701073755
499,tralee,52.2704,-9.7026,10.14,93,100,2.57,IE,1701073583
500,port saint john's,-31.6229,29.5448,28.05,71,0,2.69,ZA,1701073755
501,murzuq,25.9155,13.9184,15.78,30,0,3.41,LY,1701073756
502,urzhar,47.093,81.6294,8.85,46,100,0.9,KZ,1701073756
503,tonghae,37.5439,129.1069,9.41,71,98,3.67,KR,1701073756
504,monte carmelo,-18.7247,-47.4986,20.09,92,100,0.91,BR,1701073756
505,temiskaming shores,47.4938,-79.7153,-2.11,98,100,2.32,CA,1701073756
506,kurayoshi,35.4333,133.8167,12.95,76,33,2.66,JP,1701073757
507,palu,-0.8917,119.8707,27.29,93,92,1.5,ID,1701073757
508,coahuayana de hidalgo,18.7,-103.6583,23.41,77,72,1.59,MX,1701073757
509,port blair,11.6667,92.75,31.02,70,75,4.63,IN,1701073757
510,mount pleasant,32.7941,-79.8626,10.08,98,100,4.12,US,1701073585
511,lata,40.1629,-8.3327,14.34,95,61,0.65,PT,1701073758
512,mejit,10.2753,170.8646,27.62,79,100,9.42,MH,1701073758
513,tarawa,1.419,172.984,28.05,94,75,1.03,KI,1701073586
514,turkmenabat,39.0733,63.5786,20.99,40,0,5.14,TM,1701073758
515,aiquile,-18.2041,-65.1807,14.78,87,100,0.98,BO,1701073759
516,greymouth,-42.4667,171.2,12.68,88,100,1.92,NZ,1701073759
517,al bayda',32.7627,21.7551,11.29,60,96,3.46,LY,1701073759
518,coxen hole,16.3244,-86.5366,27.49,79,4,6.81,HN,1701073760
519,back mountain,41.3359,-75.9963,4.12,96,88,2.22,US,1701073588
520,salmon arm,50.6998,-119.3024,2.62,87,100,0.51,CA,1701073588
521,goure,13.9835,10.2704,29.38,17,76,6.31,NE,1701073760
522,las cabezas de san juan,36.9838,-5.9393,9.86,86,22,0.87,ES,1701073761
523,sydney,-33.8679,151.2073,23.69,77,40,6.17,AU,1701073512
524,mora,11.0461,14.1401,30.39,17,82,2.95,CM,1701073761
525,smithers,54.7804,-127.1743,-0.82,86,100,2.06,CA,1701073761
526,dauphin,51.1494,-100.0502,-11.92,67,100,4.12,CA,1701073761
527,ribeira brava,32.65,-17.0667,19.28,71,93,0.66,PT,1701073589
528,rio gallegos,-51.6226,-69.2181,3.03,75,0,1.03,AR,1701073762
529,natal,-5.795,-35.2094,25.36,88,75,4.12,BR,1701073762
530,madalena,41.2162,-8.3345,12.32,95,97,0.74,PT,1701073762
531,letterkenny,54.95,-7.7333,7.96,83,33,5.04,IE,1701073468
532,tual,-5.6667,132.75,28.21,74,56,2.45,ID,1701073763
533,tutoia,-2.7619,-42.2744,26.65,73,7,5.19,BR,1701073763
534,gardnerville ranchos,38.8882,-119.7413,0.95,83,0,3.6,US,1701073763
535,palmerston,-12.486,130.9833,32.99,61,40,3.09,AU,1701073763
536,vikulovo,56.8167,70.6107,0.16,91,82,4.36,RU,1701073592
537,prince george,53.9166,-122.753,1.69,86,100,3.09,CA,1701073509
538,moussoro,13.6408,16.4901,29.91,16,55,7.67,TD,1701073764
539,mhamid,29.82,-5.72,13.7,25,3,1.54,MA,1701073764
540,mankera,31.3866,71.4407,23.77,21,100,1.33,PK,1701073593
541,kiunga,-6.1219,141.2906,27.11,88,97,0.93,PG,1701073765
542,mariehamn,60.0973,19.9348,-4.54,86,75,3.09,AX,1701073593
543,ladario,-19.0047,-57.6017,21.68,98,71,0.89,BR,1701073765
544,hanover,52.3705,9.7332,4.96,96,100,2.06,DE,1701073765
545,ujae,8.9322,165.7642,27.89,81,97,9.75,MH,1701073765
546,baker city,44.7749,-117.8344,-4.12,85,0,0.0,US,1701073766
547,magistral'nyy,56.1725,107.4458,-15.5,91,100,0.87,RU,1701073766
548,rada tilly,-45.9333,-67.5333,12.27,62,0,5.14,AR,1701073766
549,sungurlu,40.1675,34.3739,2.96,51,38,6.21,TR,1701073766
550,mont-dore,-22.2833,166.5833,24.99,75,10,4.08,NC,1701073767
551,bel ombre,-4.6167,55.4167,30.91,66,20,5.14,SC,1701073767
552,cidade velha,14.9167,-23.6167,23.26,73,40,5.14,CV,1701073767
553,santana,-0.0583,-51.1817,26.1,94,0,1.54,BR,1701073596
554,severo-yeniseyskiy,60.3725,93.0408,-21.48,97,5,0.93,RU,1701073767
555,buala,-8.145,159.5921,27.37,83,100,1.55,SB,1701073768
556,thisted,56.9552,8.6949,-0.48,77,64,8.16,DK,1701073597
557,kuta,-8.7233,115.1723,30.97,62,20,4.63,ID,1701073597
558,anshun,26.25,105.9333,19.04,55,1,2.54,CN,1701073768
559,shingu,33.7333,135.9833,15.68,84,83,2.14,JP,1701073598
560,greenville,35.6127,-77.3663,9.09,98,100,0.45,US,1701073598
561,anloga,5.7947,0.8973,27.13,76,100,4.08,GH,1701073769
562,sheridan,44.8333,-106.9173,-0.38,68,75,5.14,US,1701073769
563,mount gambier,-37.8333,140.7667,13.86,65,47,5.5,AU,1701073769
564,sinabang,2.4803,96.3801,26.16,84,100,3.06,ID,1701073770
565,nasiriyah,31.0521,46.261,24.95,48,0,4.3,IQ,1701073770
566,nizhnesortymskiy,62.4397,71.7603,-5.82,96,100,4.36,RU,1701073599
567,palikir - national government center,6.9248,158.1611,28.41,84,100,2.57,FM,1701073770
568,damavand,35.7178,52.065,9.67,52,2,4.79,IR,1701073600
569,alapayevsk,57.8516,61.6963,0.58,83,94,3.34,RU,1701073771
570,ak'ordat,15.5486,37.8867,31.67,26,34,3.13,ER,1701073771
571,mount darwin,-16.7725,31.5838,30.45,31,31,4.35,ZW,1701073600
572,selkirk,50.1436,-96.8845,-12.69,76,59,4.02,CA,1701073600
573,villa berthet,-27.2917,-60.4126,22.17,99,100,2.47,AR,1701073772
574,copiapo,-27.3667,-70.3333,12.83,70,0,1.24,CL,1701073772
575,kargasok,59.0556,80.8572,-13.35,100,77,1.79,RU,1701073772
576,gas city,40.4873,-85.613,-1.4,89,40,5.66,US,1701073772
577,farasan,16.7022,42.1183,28.58,72,44,4.14,SA,1701073772
578,lepsy,46.235,78.9456,10.33,46,71,7.49,KZ,1701073773
